Name,Id,City,Zipcode,Address,Website,Email,Phone,Company Type,Postal Address, description,Twitter, Linkedin, Lognitude,Latitude,,,,,,,,,,,,
Jerrel Consultancy,21939,ALMERE,1312LE,Fagotstraat,None,None,None,managerial,Fagotstraat 98,b'None',None,None,5.187655,52.37243571,,,,,,,,,,,,
W. van Baten Administratiekantoor,21940,ALMERE,1313CJ,Buntgrasstraat,None,None,None,managerial,Buntgrasstraat 4,b'None',None,None,5.19849,52.383195,,,,,,,,,,,,
Administratiekantoor Henze,21941,ALMERE,1313CR,Gipskruidweg,None,None,None,managerial,Gipskruidweg 133,b'None',None,None,5.197575238,52.38358571,,,,,,,,,,,,
H Brandenburg Administraties,21942,ALMERE,1313KL,Ebbekruidstraat,None,None,None,managerial,Ebbekruidstraat 3,b'None',None,None,5.19339,52.3844,,,,,,,,,,,,
Administratiekantoor Van den Berg,21943,ALMERE,1313KN,Ebbekruidstraat,None,None,None,managerial,Ebbekruidstraat 2,b'None',None,None,5.19298,52.38425,,,,,,,,,,,,
Adaccount,21944,ALMERE,1314AN,Markerkant 13,None,None,None,managerial,Markerkant 13 86,b'None',None,None,5.21302,52.38342444,,,,,,,,,,,,
Zens Consultancy,21945,ALMERE,1315TG,Forum,None,None,None,managerial,Forum 83,b'None',None,None,5.219748571,52.36842381,,,,,,,,,,,,
FDV Administraties,21946,ALMERE,1316BW,Randstad 22,None,None,None,managerial,Randstad 22 123,b'None',None,None,5.228787368,52.37900526,,,,,,,,,,,,
Noordpool administratie & advies,21947,ALMERE,1316CR,Lingestraat,None,None,None,managerial,Lingestraat 10,b'None',None,None,5.223342222,52.38187778,,,,,,,,,,,,
Admin.- en Belastingadviesburo A.C. Voorn,21948,ALMERE,1316SH,Slingebeekstraat,None,None,None,managerial,Slingebeekstraat 44,b'None',None,None,5.225039167,52.3803,,,,,,,,,,,,
BFM-Groep,21949,ALMERE,1316VD,Loefzijde,None,None,None,managerial,Loefzijde 9,b'None',None,None,5.204955294,52.39080588,,,,,,,,,,,,
ADeckX Belast.consul. Administratiekantoor,21950,ALMERE,1316VL,Aan de Wind,None,None,None,managerial,Aan de Wind 35,b'None',None,None,5.209023333,52.39206667,,,,,,,,,,,,
AP Administratie,21951,ALMERE,1317JZ,Walvisplein,None,None,None,managerial,Walvisplein 83,b'None',None,None,5.233478793,52.38709138,,,,,,,,,,,,
Paisagel,21952,ALMERE,1318AB,Frans Duwaerstraat,None,None,None,managerial,Frans Duwaerstraat 14,b'None',None,None,5.238007143,52.38023571,,,,,,,,,,,,
C.C.P. Adminstratie- en Fiscaal Kantoor,21953,ALMERE,1318AJ,Willem Gertenbachstraat,None,None,None,managerial,Willem Gertenbachstraat 41,b'None',None,None,5.240901364,52.38042273,,,,,,,,,,,,
Admin.- en Fiscaal Servicebureau De Vries,21954,ALMERE,1318BD,Gustaaf Gelderstraat,None,None,None,managerial,Gustaaf Gelderstraat 46,b'None',None,None,5.241335652,52.37853478,,,,,,,,,,,,
Administratiekantoor J.P. Veenema,21955,ALMERE,1318DK,Kapitein de Langestraat,None,None,None,managerial,Kapitein de Langestraat 187,b'None',None,None,5.244189167,52.37852083,,,,,,,,,,,,
TCN Consultancy,21956,ALMERE,1318LB,Meindert Hobbemastraat,None,None,None,managerial,Meindert Hobbemastraat 12,b'None',None,None,5.252005882,52.38084118,,,,,,,,,,,,
AnteVerta Administratie,21957,ALMERE,1318LM,Adriaan van Ostadestraat,None,None,None,managerial,Adriaan van Ostadestraat 42,b'None',None,None,5.254019333,52.38011333,,,,,,,,,,,,
AKBoorsma,21958,ALMERE,1319DJ,Kompas,None,None,None,managerial,Kompas 13,b'None',None,None,5.177733333,52.39568571,,,,,,,,,,,,
Van Rijnsbergen Administraties,21959,ALMERE,1319DP,Boelijn,None,None,None,managerial,Boelijn 253,b'None',None,None,5.1745677,52.395584,,,,,,,,,,,,
B.V. Rijswijk c.s.,21960,ALMERE,1322AH,Antennestraat,None,None,None,managerial,Postbus 60007,b'None',None,None,5.189140833,52.35010833,,,,,,,,,,,,
Knuijt Advies,21961,ALMERE,1322AC,Televisieweg,None,None,None,managerial,Postbus 60107,b'None',None,None,5.19230125,52.35323125,,,,,,,,,,,,
èRDé Adm. en Fin. Advies t.h.o.d.n. Finovion,21962,ALMERE,1322CK,Transistorstraat -B,None,None,None,managerial,Postbus 60175,b'None',None,None,5.177072333,52.34534333,,,,,,,,,,,,
Administratiekantoor C. Schouten,21963,ALMERE,1322CL,Transistorstraat,None,None,None,managerial,Postbus 60193,b'None',None,None,5.174942,52.34802,,,,,,,,,,,,
Administratiekantoor Laanen,21964,ALMERE,1333HJ,Splijtbakweg,None,None,None,managerial,Postbus 60239,b'None',None,None,5.269969,52.40384,,,,,,,,,,,,
IDOS B.V.,21965,ALMERE,1321AG,Herman Teirlinckstraat,None,None,None,managerial,Herman Teirlinckstraat 10,b'None',None,None,5.192174118,52.35933529,,,,,,,,,,,,
Halberstadt Finance,21966,ALMERE,1321BG,Godfried Bomansstraat,None,None,None,managerial,Godfried Bomansstraat 20,b'None',None,None,5.189216667,52.35881905,,,,,,,,,,,,
Adfyrma,21967,ALMERE,1321BG,Godfried Bomansstraat,None,None,None,managerial,Godfried Bomansstraat 23,b'None',None,None,5.189216667,52.35881905,,,,,,,,,,,,
DDO Consultancy,21968,ALMERE,1321CH,Multatuliweg,None,None,None,managerial,Multatuliweg 5,b'None',None,None,5.184333158,52.36210526,,,,,,,,,,,,
Heijdra Finance,21969,ALMERE,1321CX,Clare Lennartstraat,None,None,None,managerial,Clare Lennartstraat 18,b'None',None,None,5.185637059,52.36058235,,,,,,,,,,,,
Sandra Janz Belastingen Administr. en Adv.,21970,ALMERE,1321JK,W.G. van de Hulststraat,None,None,None,managerial,W.G. van de Hulststraat 21,b'None',None,None,5.184814167,52.35443333,,,,,,,,,,,,
Vermeulen Financial Interim Management,21971,ALMERE,1321JR,Cissy van Marxveldtstr,None,None,None,managerial,Cissy van Marxveldtstr 41,b'None',None,None,5.1866275,52.35308333,,,,,,,,,,,,
Administratiekantoor EMA,21972,ALMERE,1321JS,Cissy van Marxveldtstr,None,None,None,managerial,Cissy van Marxveldtstr 10,b'None',None,None,5.190772308,52.35523846,,,,,,,,,,,,
Alfipro,21973,ALMERE,1321KS,Johan Fabriciusstraat,None,None,None,managerial,Johan Fabriciusstraat 6,b'None',None,None,5.18394,52.35381429,,,,,,,,,,,,
A.J.M. Stoop Administr.- en belast.adviesbur.,21974,ALMERE,1321LE,Jaap ter Haarstraat,None,None,None,managerial,Jaap ter Haarstraat 24,b'None',None,None,5.179622143,52.35290714,,,,,,,,,,,,
AA Payroll Services,21975,ALMERE,1321LH,Annie M.G. Schmidtweg,None,None,None,managerial,Annie M.G. Schmidtweg 110,b'None',None,None,5.181862273,52.35309091,,,,,,,,,,,,
Apvi Administraties,21976,ALMERE,1321SJ,Hans Lodeizenstraat,None,None,None,managerial,Hans Lodeizenstraat 65,b'None',None,None,5.176575714,52.35347143,,,,,,,,,,,,
A.K. 2000,21977,ALMERE,1321VS,Jacob van Maerlantstraat,None,None,None,managerial,Jacob van Maerlantstraat 36,b'None',None,None,5.178925238,52.36032381,,,,,,,,,,,,
Crystal Marbles B.V.,21978,ALMERE,1322AC,Televisieweg -A,None,None,None,managerial,Televisieweg 2-A,b'None',None,None,5.19230125,52.35323125,,,,,,,,,,,,
IFS Finance B.V.,21979,ALMERE,1322CK,Transistorstraat,None,None,None,managerial,Transistorstraat 31,b'None',None,None,5.177072333,52.34534333,,,,,,,,,,,,
Adfiso,21980,ALMERE,1323AN,Scarlattistraat,None,None,None,managerial,Scarlattistraat 10,b'None',None,None,5.2027955,52.366835,,,,,,,,,,,,
Van Harmelen Administratie & Belastingadvies,21981,ALMERE,1323GK,Poulencstraat,None,None,None,managerial,Poulencstraat 3,b'None',None,None,5.192762143,52.36305714,,,,,,,,,,,,
Administratiekantoor Floris,21982,ALMERE,1323GX,Schonbergweg,None,None,None,managerial,Schonbergweg 12,b'None',None,None,5.195696667,52.36300556,,,,,,,,,,,,
I.S. Administration,21983,ALMERE,1323GX,Schonbergweg,None,None,None,managerial,Schonbergweg 34,b'None',None,None,5.195696667,52.36300556,,,,,,,,,,,,
Administratiekantoor Kooijman Almere,21984,ALMERE,1323HJ,Madernastraat,None,None,None,managerial,Madernastraat 111,b'None',None,None,5.192176667,52.36198333,,,,,,,,,,,,
Finava,21985,ALMERE,1323VK,Operetteweg -M,None,None,None,managerial,Operetteweg 21-M,b'None',None,None,5.187303,52.36268667,,,,,,,,,,,,
PROCENT administratiekantoor,21986,ALMERE,1324AA,Dokkumlaan,None,None,None,managerial,Dokkumlaan 6,b'None',None,None,5.213030667,52.37371333,,,,,,,,,,,,
Feller Administraties,21987,ALMERE,1324EB,Olstgracht,None,None,None,managerial,Olstgracht 24,b'None',None,None,5.214075,52.369,,,,,,,,,,,,
Administratie- en Adviesburo D & L B.V.,21988,ALMERE,1324HM,Urkwal,None,None,None,managerial,Urkwal 11,b'None',None,None,5.212132727,52.36459545,,,,,,,,,,,,
Bekker Orient,21989,ALMERE,1324RP,Amsterdamweg,None,None,None,managerial,Amsterdamweg 12,b'None',None,None,5.207721177,52.36848235,,,,,,,,,,,,
J. Buiteman,21990,ALMERE,1324TL,Terneuzenstraat,None,None,None,managerial,Terneuzenstraat 13,b'None',None,None,5.19931875,52.35884375,,,,,,,,,,,,
Cijfers Exact,21991,ALMERE,1325EV,Oscarlaan,None,None,None,managerial,Oscarlaan 31,b'None',None,None,5.227504706,52.37191765,,,,,,,,,,,,
Administratiekantoor Ayanz,21992,ALMERE,1325GA,Louis de Funesstraat,None,None,None,managerial,Louis de Funesstraat 5,b'None',None,None,5.22857875,52.37205,,,,,,,,,,,,
Administratiekantoor R.J. Meinders,21993,ALMERE,1325SL,Pasolinistraat,None,None,None,managerial,Pasolinistraat 64,b'None',None,None,5.239381765,52.36099412,,,,,,,,,,,,
CMA Administraties,21994,ALMERE,1325ST,David Leanstraat,None,None,None,managerial,David Leanstraat 62,b'None',None,None,5.240646667,52.35998889,,,,,,,,,,,,
Zoparo Administraties,21995,ALMERE,1325SW,Walt Disneyplantsoen,None,None,None,managerial,Walt Disneyplantsoen 79,b'None',None,None,5.2423,52.35877143,,,,,,,,,,,,
IWW Administratiekantoor,21996,ALMERE,1325XA,Ed van der Elskenhof,None,None,None,managerial,Ed van der Elskenhof 1,b'None',None,None,5.2511295,52.359915,,,,,,,,,,,,
Administratiekantoor Zohlandt V.O.F.,21997,ALMERE,1326CA,Esdoornplantsoen,None,None,None,managerial,Esdoornplantsoen 130,b'None',None,None,5.248503684,52.37585789,,,,,,,,,,,,
Administratiekantoor Hoekveen,21998,ALMERE,1326CH,Watercipresstraat,None,None,None,managerial,Watercipresstraat 70,b'None',None,None,5.244503125,52.374675,,,,,,,,,,,,
De Groot Administraties en Belastingen,21999,ALMERE,1326DT,Parkwijklaan,None,None,None,managerial,Parkwijklaan 124,b'None',None,None,5.250322222,52.37426667,,,,,,,,,,,,
SUNRISA,22000,ALMERE,1326DZ,Populierenstraat,None,None,None,managerial,Populierenstraat 6,b'None',None,None,5.253015385,52.37465385,,,,,,,,,,,,
TPP Consult. & Administr. Dienstverlening,22001,ALMERE,1326HE,Druivenstraat,None,None,None,managerial,Druivenstraat 14,b'None',None,None,5.254471304,52.37236957,,,,,,,,,,,,
Ljd-Financial Services B.V.,22002,ALMERE,1326JR,Cranberrylaan,None,None,None,managerial,Cranberrylaan 25,b'None',None,None,5.2539955,52.369685,,,,,,,,,,,,
Van Olderen Administratie & Consultancy,22003,ALMERE,1326PJ,Jivestraat,None,None,None,managerial,Jivestraat 46,b'None',None,None,5.261085,52.36645385,,,,,,,,,,,,
Acosti Finance,22004,ALMERE,1326PN,Swingstraat,None,None,None,managerial,Swingstraat 72,b'None',None,None,5.258236667,52.36589048,,,,,,,,,,,,
Acosti Professional Services B.V.,22005,ALMERE,1326PN,Swingstraat,None,None,None,managerial,Swingstraat 72,b'None',None,None,5.258236667,52.36589048,,,,,,,,,,,,
Park Consult Ltd.,22006,ALMERE,1328CV,Floris Versterstraat,None,None,None,managerial,Floris Versterstraat 36,b'None',None,None,5.259207826,52.37873478,,,,,,,,,,,,
Onderdijk Finance,22007,ALMERE,1328DG,Leo Gestelstraat,None,None,None,managerial,Leo Gestelstraat 56,b'None',None,None,5.261490588,52.3784,,,,,,,,,,,,
Administratiekantoor Galar,22008,ALMERE,1328LD,Chagallweg,None,None,None,managerial,Chagallweg 71,b'None',None,None,5.27119,52.37502857,,,,,,,,,,,,
Adfisa,22009,ALMERE,1328LT,Henry Moorestraat,None,None,None,managerial,Henry Moorestraat 77,b'None',None,None,5.267748095,52.3749619,,,,,,,,,,,,
Bodijk Loon- en Personeelsadministratie,22010,ALMERE,1328PJ,Sisleystraat,None,None,None,managerial,Sisleystraat 2,b'None',None,None,5.263488571,52.36862381,,,,,,,,,,,,
Van Vollevelde Administratiekantoor,22011,ALMERE,1328RC,Delacroixstraat,None,None,None,managerial,Delacroixstraat 5,b'None',None,None,5.26474,52.36717059,,,,,,,,,,,,
Klaveren4PayrollSolutions,22012,ALMERE,1328RH,Renoirstraat,None,None,None,managerial,Renoirstraat 218,b'None',None,None,5.263707619,52.36636667,,,,,,,,,,,,
ADM Adviseert,22013,ALMERE,1328SK,Cezannestraat,None,None,None,managerial,Cezannestraat 163,b'None',None,None,5.264846957,52.37089565,,,,,,,,,,,,
Repko Admin.- en Fiscale Dienstverlening,22014,ALMERE,1328VH,Grunewaldstraat,None,None,None,managerial,Grunewaldstraat 136,b'None',None,None,5.271273077,52.36927692,,,,,,,,,,,,
Westerpark Almere,22015,ALMERE,1331EB,H. Heukelsweg,None,None,None,managerial,H. Heukelsweg 22,b'None',None,None,5.266024444,52.41791111,,,,,,,,,,,,
DOKO Administraties,22016,ALMERE,1332AT,Bolderweg,None,None,None,managerial,Bolderweg 2,b'None',None,None,5.262208,52.40744,,,,,,,,,,,,
Creditas,22018,ALMERE,1333BS,Grondzeilerplantsoen,None,None,None,managerial,Grondzeilerplantsoen 51,b'None',None,None,5.26856,52.40005833,,,,,,,,,,,,
ACG administratie,22019,ALMERE,1333BX,Brandersmolenstraat,None,None,None,managerial,Brandersmolenstraat 5,b'None',None,None,5.2645975,52.39879375,,,,,,,,,,,,
Administratiekantoor K. van Andel,22020,ALMERE,1333CK,Stellingmolenstraat,None,None,None,managerial,Stellingmolenstraat 8,b'None',None,None,5.269577778,52.40072222,,,,,,,,,,,,
"Administratiekantoor ""Aengel""",22021,ALMERE,1333CZ,Buitenkruierstraat,None,None,None,managerial,Buitenkruierstraat 31,b'None',None,None,5.2715495,52.39985,,,,,,,,,,,,
AdministratieService Lisi (ASL),22022,ALMERE,1333ED,Binnenkruierstraat,None,None,None,managerial,Binnenkruierstraat 10,b'None',None,None,5.273505294,52.39820588,,,,,,,,,,,,
Iris van de Velden - Interim Finance,22023,ALMERE,1333ES,Staakmolenstraat,None,None,None,managerial,Staakmolenstraat 57,b'None',None,None,5.275408462,52.40018462,,,,,,,,,,,,
PWI Administraties & Belastingadviseurs,22024,ALMERE,1333EW,Staakmolenstraat,None,None,None,managerial,Staakmolenstraat 20,b'None',None,None,5.274779286,52.40042857,,,,,,,,,,,,
Jairpro,22025,ALMERE,1333NH,Pieter de Swartstraat,None,None,None,managerial,Pieter de Swartstraat 14,b'None',None,None,5.257758571,52.39277143,,,,,,,,,,,,
Administratiekantoor J.A. Rijswijk V.O.F.,22026,ALMERE,1333VS,Breedenborgstraat,None,None,None,managerial,Breedenborgstraat 27,b'None',None,None,5.2692,52.39256429,,,,,,,,,,,,
Vorswijk Administratie,22027,ALMERE,1333WJ,Clingendaellaan,None,None,None,managerial,Clingendaellaan 237,b'None',None,None,5.265080909,52.38935,,,,,,,,,,,,
Add2Value Interim Services,22028,ALMERE,1333WL,Springendallaan,None,None,None,managerial,Springendallaan 24,b'None',None,None,5.270020769,52.39111538,,,,,,,,,,,,
Moestalam Administratie en Belastingkantoor,22029,ALMERE,1333XX,Boekenrodestraat,None,None,None,managerial,Boekenrodestraat 1,b'None',None,None,5.267962143,52.387,,,,,,,,,,,,
HG Administratiekantoor,22030,ALMERE,1333ZX,Eelerbergstraat,None,None,None,managerial,Eelerbergstraat 74,b'None',None,None,5.2657655,52.38462,,,,,,,,,,,,
Correct Accounting Services,22031,ALMERE,1335AP,Februaristraat,None,None,None,managerial,Februaristraat 121,b'None',None,None,5.286495,52.406375,,,,,,,,,,,,
BernyCure,22033,ALMERE,1335CH,Jarenweg,None,None,None,managerial,Jarenweg 81,b'None',None,None,5.283515556,52.40146667,,,,,,,,,,,,
Zwiers Adm./Belastingen/Interim Management,22034,ALMERE,1335CN,Eeuwenweg,None,None,None,managerial,Eeuwenweg 77,b'None',None,None,5.287587857,52.40052143,,,,,,,,,,,,
Handelsondernem. The Booking System Servic.,22035,ALMERE,1335DN,Augustusstraat,None,None,None,managerial,Augustusstraat 11,b'None',None,None,5.287068,52.3997,,,,,,,,,,,,
Hest Administraties,22036,ALMERE,1335KP,Maandenweg,None,None,None,managerial,Maandenweg 46,b'None',None,None,5.281693333,52.405,,,,,,,,,,,,
Logica Administraties,22037,ALMERE,1335SC,Ommelandvaart,None,None,None,managerial,Ommelandvaart 31,b'None',None,None,5.290778333,52.40766667,,,,,,,,,,,,
Vesaro Administraties,22038,ALMERE,1335WG,Bataviastraat,None,None,None,managerial,Bataviastraat 2,b'None',None,None,5.29726,52.40852222,,,,,,,,,,,,
Ageya,22039,ALMERE,1336AK,Van Raemdonckstraat,None,None,None,managerial,Van Raemdonckstraat 32,b'None',None,None,5.311022903,52.40473548,,,,,,,,,,,,
Libertys Administratieve Dienstverlening,22040,ALMERE,1338AH,Dwergkonijnstraat,None,None,None,managerial,Dwergkonijnstraat 29,b'None',None,None,5.275090625,52.39060625,,,,,,,,,,,,
JS Administratie en Adviesbureau,22041,ALMERE,1338HD,Leguaanstraat,None,None,None,managerial,Leguaanstraat 2,b'None',None,None,5.266205625,52.3831,,,,,,,,,,,,
Atriam Administraties V.O.F.,22042,ALMERE,1338HR,Alpacastraat,None,None,None,managerial,Alpacastraat 60,b'None',None,None,5.268231111,52.38507778,,,,,,,,,,,,
J. C. Wolf Administraties/Advies,22043,ALMERE,1338WD,Agavestraat,None,None,None,managerial,Agavestraat 4,b'None',None,None,5.2833675,52.38515,,,,,,,,,,,,
AKB Administratiekantoor Van den Bogaerde,22044,ALMERE,1338ZD,Lotusbloemweg,None,None,None,managerial,Lotusbloemweg 86,b'None',None,None,5.287171765,52.38724706,,,,,,,,,,,,
Tracy Slack Administraties,22045,ALMERE,1338ZX,Bromeliastraat,None,None,None,managerial,Bromeliastraat 13,b'None',None,None,5.290805455,52.38787273,,,,,,,,,,,,
Administratiekantoor ACK,22046,ALMERE,1339BE,Regenboogweg,None,None,None,managerial,Regenboogweg 4,b'None',None,None,5.292607778,52.39505185,,,,,,,,,,,,
Adviesbureau van der Breggen,22047,ALMERE,1339EB,Hennahof,None,None,None,managerial,Hennahof 4,b'None',None,None,5.294245,52.39403333,,,,,,,,,,,,
Burdo Administratie Kantoor,22048,ALMERE,1339GT,Albaststraat,None,None,None,managerial,Albaststraat 13,b'None',None,None,5.296121429,52.38962857,,,,,,,,,,,,
DGB Consultants,22049,ALMERE,1339HB,Pigmenthof,None,None,None,managerial,Pigmenthof 7,b'None',None,None,5.2959985,52.392555,,,,,,,,,,,,
Regie Chhikara,22050,ALMERE,1339NW,Hawaiiweg,None,None,None,managerial,Hawaiiweg 47,b'None',None,None,5.304810714,52.39662143,,,,,,,,,,,,
Poorter Consultancy,22051,ALMERE,1339RK,Mauritiusstraat,None,None,None,managerial,Mauritiusstraat 68,b'None',None,None,5.310725333,52.39892,,,,,,,,,,,,
De Cijferbrij,22052,ALMERE,1339SC,Hebridenstraat,None,None,None,managerial,Hebridenstraat 56,b'None',None,None,5.305743333,52.40268333,,,,,,,,,,,,
A&S Computers,22053,ALMERE,1339SX,Lofotenweg,None,None,None,managerial,Lofotenweg 22,b'None',None,None,5.306221364,52.40002273,,,,,,,,,,,,
Fehda Finance,22054,ALMERE,1339VP,Azorenweg,None,None,None,managerial,Azorenweg 58,b'None',None,None,5.303836471,52.39899412,,,,,,,,,,,,
Sadesa,22055,ALMERE,1339VP,Azorenweg,None,None,None,managerial,Azorenweg 68,b'None',None,None,5.303836471,52.39899412,,,,,,,,,,,,
CharLi B.V.,22056,ALMERE,1339XK,Gran Canariastraat,None,None,None,managerial,Gran Canariastraat 48,b'None',None,None,5.29963375,52.39850625,,,,,,,,,,,,
Admi Support,22057,ALMERE,1343AC,Patrijslaan,None,None,None,managerial,Patrijslaan 8,b'None',None,None,5.298012778,52.34161667,,,,,,,,,,,,
Innen Beheermij. B.V.,22058,ALMERE,1343AK,Vlaamse Gaailaan,None,None,None,managerial,Vlaamse Gaailaan 13,b'None',None,None,5.301847037,52.34305556,,,,,,,,,,,,
Priem M.K.B. Adviseurs,22059,ALMERE,1349CA,Paradijsvogelweg,None,None,None,managerial,Paradijsvogelweg 9,b'None',None,None,5.323547692,52.34737692,,,,,,,,,,,,
Efab Administratieburo,22060,ALMERE,1351EC,Brugmark,None,None,None,managerial,Brugmark 4,b'None',None,None,5.222376667,52.34619167,,,,,,,,,,,,
Harman All In One,22061,ALMERE,1351ED,Brugmark,None,None,None,managerial,Brugmark 40,b'None',None,None,5.221831429,52.34552143,,,,,,,,,,,,
Loonadministratie Centrum Almere (LCA),22062,ALMERE,1351LC,Lindengouw,None,None,None,managerial,Lindengouw 38,b'None',None,None,5.216218333,52.34735,,,,,,,,,,,,
Admautom,22063,ALMERE,1351NG,Peppengouw,None,None,None,managerial,Peppengouw 83,b'None',None,None,5.213073333,52.34700833,,,,,,,,,,,,
Goed Leesbaar,22064,ALMERE,1351NS,Peppengouw,None,None,None,managerial,Peppengouw 212,b'None',None,None,5.21212,52.3481,,,,,,,,,,,,
Administratie Kantoor Veenboer V.O.F.,22065,ALMERE,1351PE,Muidergouw,None,None,None,managerial,Muidergouw 58,b'None',None,None,5.213593846,52.34840769,,,,,,,,,,,,
AdmLex Interfiscal,22066,ALMERE,1351PH,Muidergouw,None,None,None,managerial,Muidergouw 85,b'None',None,None,5.211683333,52.34856667,,,,,,,,,,,,
Bottema Administratie en Adviesburo,22067,ALMERE,1352BB,Kromgouw,None,None,None,managerial,Kromgouw 21,b'None',None,None,5.216751,52.34471,,,,,,,,,,,,
"Administratie- en Adviesbureau ""KJB""",22068,ALMERE,1355KC,Sportmark,None,None,None,managerial,Sportmark 36,b'None',None,None,5.233313333,52.34348333,,,,,,,,,,,,
van Doesum en Koopman Administr.kant. V.O.F.,22069,ALMERE,1355LE,Redemark,None,None,None,managerial,Redemark 51,b'None',None,None,5.230715556,52.34718889,,,,,,,,,,,,
De Beer Administraties,22070,ALMERE,1356EG,Oevergriend,None,None,None,managerial,Oevergriend 87,b'None',None,None,5.237285833,52.34138333,,,,,,,,,,,,
"Administratiekantoor ""Jisp""",22071,ALMERE,1356KD,Klavergriend,None,None,None,managerial,Klavergriend 70,b'None',None,None,5.2383225,52.34250625,,,,,,,,,,,,
Financieel Adviesbureau ABS,22073,ALMERE,1359HP,Meerveldstraat,None,None,None,managerial,Meerveldstraat 37,b'None',None,None,5.195316,52.34154,,,,,,,,,,,,
Ceto,22074,ALMERE,1362AC,Argonweg,None,None,None,managerial,Argonweg 61,b'None',None,None,5.170836,52.35415,,,,,,,,,,,,
van Eck Administratie groep,22075,ALMERE,1362GH,Xenonstraat,None,None,None,managerial,Xenonstraat 165,b'None',None,None,5.166946071,52.35553214,,,,,,,,,,,,
Irfan Finance,22076,ALMERE,1363CG,Monacostraat,None,None,None,managerial,Monacostraat 85,b'None',None,None,5.147925918,52.34551327,,,,,,,,,,,,
Esté Administratie & Belastingconsulente,22077,ALMERE,1363DA,Beneluxlaan,None,None,None,managerial,Beneluxlaan 811,b'None',None,None,5.147261333,52.34772333,,,,,,,,,,,,
